NVS_Training_Object_ID,NVS_Training_Action,NVS_Course_Training_Provider,NVS_Course_Training_Title_x,NVS_Course_Description_x,Description sufficient,Reason if insufficient
397c0613-ac5d-44b0-a37e-62496b382957,Keep,Novartis Learning Institute,Evolve Live,"Join members of the Evolve team for an opportunity to ask questions, share best practice, and learn from the experiences of others. This is an open session to support you and your team on the Evolve journey. We'll cover different topics based on your feedback and suggestions. Come join us!",,
d605ae44-a0b2-40fa-965c-6265dc061f71,Keep,Corporate Functions,Change Management,ODyssey Program Expert Track,,
931acdee-c5e4-4b57-9583-98ceb469685b,Keep,PHARMA,Make your Move – Global Virtual Talent Forum,"Learn more from other regions, countries and colleagues, plan international moves, discover exciting new roles and possibilities around the globe. Whether you are ready to move to another country - physically or virtually - or you are simply curious to learn more, our Make Your Move Event will inspire you to consider new career destinations.",,
afc0d191-d55b-4508-9f69-98d4d9c1690a,Keep,Novartis Learning Institute,TedXNovartis Session 1,"Lorraine Bandelli, Clinical Development Director",,
de5cda97-9efc-42b1-a5ed-98d7781d22c6,Keep,Global Drug Development,Campus Hire Onboarding Program 2022,This will include all the trainings for Campus-hires 2022 batch.,,
b34427c9-e859-4b8b-8a09-98f06150294a,Keep,NIBR,Introduction to the SmartBook Electronic Lab Notebook,"Participant profile: This training is intended for associates who will be working with the SmartBook electronic notebook (web version).
Course objective: SmartBook Web is the electronic lab notebook for NIBR biology labs. This training session covers SmartBook fundamentals, including business rules and best practices. It includes hands-on creation of experiments and integrating of different file types. Additionally it will provide an overview of the SmartBook’s signing functionality and the respective business rules. 
Course content:
SmartBook basics
Working with experiments 
Item and experiment versioning
Signing an experiment in SmartBook


If you want to re-do the training, please contact Rainer Russ",,
0380ad40-decd-419c-aa79-98e53b8b76cf,Keep,NIBR,NIBR TMDS3 series,"The TMDS3 has been established to encourage learning and connect the TM data science community. It’s for those of us who want to learn more data science through a hands-on, nerdy seminar series.",,
264523fb-9d9e-4f8e-b64b-3e6ddd27d827,Keep,Corporate Functions,Module 5 - Integrity: being authentic,"Our modern life is highly interconnected and complex. It can be experienced as being challenging, yet volatile, uncertain, and ambiguous – depending on the mindset we are navigating in. It is easy to be reactive, weary, frustrated, unconscious, and not self-aware in such situations. While such reactions are natural; these are not necessarily useful in our private and working environment. It is in a certain way the opposite of a culture of people acting with an inspired, curious, unbossed attitude underpinned by integrity.  Neuroscience, psychology, and behavior science findings enable us to better understand how our mental and emotional make-up is affected by our experiences and how these impact our physical, mental, and social wellbeing. They also provide insights into the mechanisms of mindfulness like attention and emotion regulation and self-awareness and how these help us to better regulate ourselves.  

 In this series, we explore how mindfulness can help us to better understand our complex minds ",no,other
b964c419-aa18-495e-ab19-3ea2258677dd,Keep,NIBR,NX Refresher Training for New Hires [NIBRNX],Your NX support team is hosting a short session for recent new hires to get reacquainted with some IT topics.   There will also be plenty of time for Q&A so please bring us your IT questions.   Some of the topics covered in the refresher session include:   •	Who to contact for your IT needs   •	How and when to reset your password  •	Overview of recommended technology trainings  •	A fun quiz on topics learned during orientation. Prizes will be awarded to the winners!,,
85aabeb3-e6ed-4334-88e1-3ea77bf2909f,Keep,NBS,R2R Academy,"R2R Academy will provide participants with trainings on specific accounting topics and processes, master data and systems, and insight into other areas of FRA Ops. Training sessions will be added periodically",,
85aabeb3-e6ed-4334-88e1-3ea77bf2909f,Keep,NBS,R2R Academy,"R2R Academy will provide participants with trainings on specific accounting topics and processes, master data and systems, and insight into other areas of FRA Ops. Training sessions will be added periodically",,
c9cd67a6-7b36-4e49-9018-3eb616d2b6a2,Keep,NBS,FRA Onboarding,Onboarding mandatory training for all new comers,,
f6845a36-0ab6-4f69-9727-3eb8fd22855d,Keep,Global Drug Development,Basic Program in Pharmaceutical Medicine (Basic PPM) - A Talent Initiative — Global,"Basic Program in Pharmaceutical Medicine is a program for all those who are interested to gain a basic understanding of the key aspects of drug discovery, pre-clinical development, phases of clinal trials and basics of pharmaceutical development. This program also provides an overview of role of regulatory affairs and regulatory CMC, how global clinical supply and data management fits in the scheme of drug development, covers the importance of pharmacovigilance in ensuring patient safety, Novartis Quality Management System, importance of medical communications, medical affairs and concludes the program by touching upon the importance of IP protection in the pharmaceutical industry. 
 
This is a 28-hour long learning journey, scheduled from Sep to Dec, delivered virtually via MS Teams, which will provide the participants with a comprehensive vision of various other functions, enable them to better contribute to their respective functions and strengthen their functional competence.",,
1a88ecef-e033-4470-a512-3eba0e42bcfe,Keep,NBS,Microsoft Teams - Breakout Rooms,"Microsoft Teams – Breakout Rooms
This course demonstrates the Microsoft Teams Breakout Room meeting features.  Topics addressed: 

Create Breakout Rooms during a Teams Meeting
Setup Breakout Rooms before a Teams Meeting
Designate others as able to use the Breakout Rooms tool
Manage meeting attendees in Breakout Rooms

For a complete course outline, click here.",,
4f00adc2-693a-49ab-87ae-8bff15c8d872,Keep,Global Drug Development,On the Job training - MilliQ,On the Job training - MilliQ,,
69661394-6315-49ea-9462-8c2edf564a3a,Keep,NBS,P2P ACADEMIES (SIM / VIM / SRM),Sessions on how to use & Tips on Sim / Vim and SRM,,
60bc71cb-8366-4028-bae0-8c3351c7a476,Keep,NIBR,Andromeda Training,"Andromeda is a highly visual and customizable enterprise reporting capability that facilitates faster analysis and insights into the One Novartis Portfolio. How? It pulls multiple sources of portfolio information into a centralized application. The result means you arrive at stronger, data-driven conclusions with confidence.  With an intuitive interface and the support of self-paced guidance, you will soon be leveraging Andromeda’s drill-down capabilities to generate project, indication, and compound level details that suit your function’s needs.  - To access, visit go/andromeda - To learn more, visit go/andromedainfo",,
6e91c3ed-2515-4733-9d85-e1d6df74738f,Keep,Novartis Learning Institute,Influence in a Matrix Organization,"The Influencing Skills program helps associates to connect, to advocate their own view and to inquire other perspectives as a vital factor for success in our matrix and project based environment.

A blended learning approach is being used for this program, whereby you will do self-study (video, book extracts, eLearnings and exercises) for knowledge building at your own pace. This will be followed by skill workshop session where you focus on application, practice, observation and feedback.
 
COURSE FEE/ CANCELLATIONS:

•Your seat in the training will be charged to your Division, not to your individual cost center.•Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for non-attendance•If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.• In the event of a cancellation from your side within 28 days of the program, includi",,
23a99bfe-1bda-4c83-8f31-e1da9593f9e4,Keep,NBS,NovoConomics,"NovoConomics is a highly interactive full day training providing an understanding of basic financial principles to non-finance Novartis associates. The course is based on a simulation game representing a pharma company business cycle (Management of the pipeline, R&D, commercial, production, supporting functions). The game provides participants with a hands on understanding of how the strategy and decisions are impacting the company's finances while also creating a clear link to key financial concepts such as: balance sheet, income statement, company value. Participants are split in 5 teams (3-4 associate per team) sharing a highly competitive pharmaceutical market and have to run 4 financial years. All along the game, key financial concepts will be introduced such as profitability, planning/budgeting, valuations, short term results vs long term growth. The game gives the possibility to the facilitator to adapt key messages and even rules (with the introductions of events) to the audience. Participants are ver",,
bf6c24f7-8a9e-4de3-a636-e1e2d5153ccb,Keep,NBS,M3 C.O.D.E.,M3 C.O.D.E.,,
d13d5d23-62cd-4402-b4b1-e1e3466bc9f7,Keep,Novartis Learning Institute,Manage your Time & Multiple Priorities,"A blended learning approach is being used for this program, whereby you will do self-study (video, book extracts, eLearnings and exercises) for knowledge building at your own pace. This will be followed by a live classroom session where you focus on application, practice, observation and feedback.This course addresses the issues that many associates face when dealing with high workload and changing priorities. You will learn to identify and address challenges in order to more effectively manage your time and increase your productivity in today’s workplace. COURSE FEE / CANCELLATIONS:      • Your seat in the training will be charged to your Division, not to your  individual cost center;   • Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for   non-attendance ; • If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.",,
d13d5d23-62cd-4402-b4b1-e1e3466bc9f7,Keep,Novartis Learning Institute,Manage your Time & Multiple Priorities,"A blended learning approach is being used for this program, whereby you will do self-study (video, book extracts, eLearnings and exercises) for knowledge building at your own pace. This will be followed by a live classroom session where you focus on application, practice, observation and feedback.This course addresses the issues that many associates face when dealing with high workload and changing priorities. You will learn to identify and address challenges in order to more effectively manage your time and increase your productivity in today’s workplace. COURSE FEE / CANCELLATIONS:      • Your seat in the training will be charged to your Division, not to your  individual cost center;   • Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for   non-attendance ; • If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.",,
6134339a-a56e-48c2-aa0d-e1fd41ca898a,Keep,Novartis Learning Institute,Feedback2Feedforward – Live Practice Session - English,"Feedback2Feedforward consists of two parts:  

An online-module to build initial knowledge (approximately 40 minutes), followed by
A workshop / live practice session (2.5-hours) with peer coaching groups. 

The online-module must be completed before joining the Live Practice Session.  
On completion of the course, you should be able to: 

Become more comfortable having honest and timely Feedback2Feedforward conversations
Build skill and confidence in using a structured framework called COIN to give and receive constructive feedback
Prepare to deliver effective Feedback2Feedforward conversations with others",,
a47c1593-1ea2-42db-9d0a-e219f2d78303,Keep,Corporate Functions,U: Grow - Developmental Sprint 1,"The Developmental Sprint® is a 4-week experience consisting
of two virtual workshops, weekly virtual peer coaching sessions and weekly
experimentation on the job. It is targeted to leaders who have no experience with the
Immunity to Change (ITC) framework or leaders who have an existing ITC map and
who would like to either refine their One Big Thing (OBT), create a new OBT or
look at the entire ITC map with a new lens and go deeper in the journey of
self-discovery.  The Developmental Sprint® follows a set structure and
continuity of participation is key to your experience and the impact this
experience can make. Therefore, please ensure that you can attend both the
Developmental Sprint Webinar 1 and Developmental Sprint Webinar 2, and can
commit time to practice before registering.",,
011f87a4-0040-4f61-912e-e2196a03eb5e,Keep,Global Drug Development,Campus Hire Onboarding Program 2022,This will include all the trainings for Campus-hires 2022 batch.,,
557af717-cd33-4c58-b372-653c85258227,Keep,Novartis Learning Institute,Power Skills for Competitive Edge with LinkedIn Learning,"Join the team from LinkedIn Learning to discover the top 10 power skills to thrive in the new world of work, get a peek into the skills your colleagues are developing and explore how you can use LinkedIn Learning to develop and keep your competitive edge.",,
dadb36b7-4615-43f6-8c80-65586eecc54f,Keep,Novartis Learning Institute,I'm a Good Person! Isn't That Enough?”,"Using historical and media images, Debby Irving, a racial justice educator and author of Waking up White, examines how she used her white-skewed belief system to interpret the world around her. Socialized on a narrow worldview, Debby explores how she spent decades silently reaffirming harmful, archaic racial patterns instead of questioning the racial disparities and tensions she could see and feel. This workshop is designed to support people in making the paradigm shift from ‘fixing’ and ‘helping’ those believed to be inferior, to focusing on internalized white superiority and its role in perpetuating racism at the individual, interpersonal, institutional, and cultural levels. This presentation includes pauses for reflection, dialog, and Q&A.  We encourage everyone to participate in Debby’s 21-day Racial Equity Habit Building Challenge prior to her seminar Click Here  Sponsored by CWRG and CARE",,
12b64ddc-91a5-4309-b92f-6565c6bfc4ed,Keep,NIBR,Drug Discovery & Development Phases: NIBR Projects Are Guided by Key Questions,"The course discusses two key aspects of DDD at NIBR: 1). the importance of addressing key questions associated with different project phases; and 2). how NIBR project teams can work effectively throughout the DDD process.  Starting from the Exploratory (Ex) phase all the way to Clinical Development, this course emphasizes on the iterative nature of different phases, and on the efficient teamwork required for the success of a project. The course also briefly highlights different decision points, milestones, and the role of NIBR governance boards. 

Participants will gain an overview of the interwoven nature of the science and team effectiveness, which are both equally critical for the success of the projects at NIBR. 

Target Audience: Drug Discovery and Development (DDD) Phases is open to scientific/clinical associates at all levels, particularly those who have recently joined NIBR or who would like a refresher on the topic",,
38736243-9c5e-4404-8b88-658207480d38,Keep,NBS,R2R Academy,"R2R Academy will provide participants with trainings on specific accounting topics and processes, master data and systems, and insight into other areas of FRA Ops. Training sessions will be added periodically",,
38736243-9c5e-4404-8b88-658207480d38,Keep,NBS,R2R Academy,"R2R Academy will provide participants with trainings on specific accounting topics and processes, master data and systems, and insight into other areas of FRA Ops. Training sessions will be added periodically",,
77745236-fce4-4da2-b880-9be349ab6c52,Keep,NBS,Basic Turbidity Training,Basic Turbidity Training,,
2eabbfe6-2a70-483e-885a-9bffd9f4f3cd,Keep,Corporate Functions,"Living an inspired, curious, and unbossed Novartis culture through mindfulness","Our modern life is highly interconnected and complex. It can be experienced as being challenging, yet volatile, uncertain, and ambiguous â€“ depending on the mindset we are navigating in. It is easy to be reactive, weary, frustrated, unconscious, and not self-aware in such situations. While such reactions are natural; these are not necessarily useful in our private and working environment. It is in a certain way the opposite of a culture of people acting with an inspired, curious, unbossed attitude underpinned by integrity.

Â 

Neuroscience, psychology, and behavior science findings enable us to better understand how our mental and emotional make-up is affected by our experiences and how these impact our physical, mental, and social wellbeing. They also provide insights into the mechanisms of mindfulness like attention and emotion regulation and self-awareness and how these help us to better regulate ourselves.Â 

Â 

In this series, we explore how mindfulness can help us to better understand our ",,
56865f0e-bad8-443b-9260-9c199fc85b39,Keep,NBS,"Finance""High-impact communications""(FHICC_Finance Academy)","The Finance “High-impact communications and culture” training focuses on building strong, agile communications skills to be successful in a wide range of situations.   There are three core modules in FHICC Wave 1, each of which is ½-day long (4 hours):  Module 1: “Communicate to build connections,” which focuses on basic communications, building rapport, the role of empathy and emotional intelligence in communications, and cross-cultural communication. This also covers different communication styles and how to adapt to other styles.  Module 2: “Storytelling to engage,” to help people engage, motivate and build trust with people around them, foster a sense of purpose and build communities through stories. The group will explore why stories connect people, what this means for organizations and how this works in a business environment. Participants will have the opportunity to practice telling stories.  Module 3: “Presenting with presence,” where specific tips, tricks and tools around how to de",,
12fe6d90-08a6-4d3d-ae45-9c36f0a48ec7,Keep,Corporate Functions,U: Grow - Developmental Sprint 1,"The Developmental Sprint® is a 4-week experience consisting
of two virtual workshops, weekly virtual peer coaching sessions and weekly
experimentation on the job. It is targeted to leaders who have no experience with the
Immunity to Change (ITC) framework or leaders who have an existing ITC map and
who would like to either refine their One Big Thing (OBT), create a new OBT or
look at the entire ITC map with a new lens and go deeper in the journey of
self-discovery.  The Developmental Sprint® follows a set structure and
continuity of participation is key to your experience and the impact this
experience can make. Therefore, please ensure that you can attend both the
Developmental Sprint Webinar 1 and Developmental Sprint Webinar 2, and can
commit time to practice before registering.",,
dfce2dd0-5b65-422f-8e59-9c394deb1831,Keep,Global Drug Development,Individual Training Certificate,Individual Training Certificate for Div. Trainings in TRD PHAD and ARD,,
ee1a70f6-ccf9-400d-9785-c8a4ba3ede31,Keep,NBS,"Welcome to Novartis - Mandatory New Hire Training by P&O Services (Denmark, Finland, Norway & Sweden)","A monthly 2 hour session dedicated for all new hires. It used to be a mandatory training that we have taken over with transition of processes from Nordics. It is aimed at educating the associates on an overview of what P&O Services team does, introduction to HRCore, ONS",,
a257e71c-a1ac-438f-b0f2-c8a3e71202d7,Keep,NBS,Best Start LEAP,This is a class for US new hires.,,
c5cc6924-fd97-44fc-bdce-c8ab1e7f801a,Keep,NBS,FRA Onboarding,Onboarding mandatory training for all new comers,,
6f5d26bc-8149-4bea-816e-c8c1e7864667,Keep,Novartis Learning Institute,Feedback2Feedforward – Live Practice Session - English,"Feedback2Feedforward consists of two parts:  

An online-module to build initial knowledge (approximately 40 minutes), followed by
A workshop / live practice session (2.5-hours) with peer coaching groups. 

The online-module must be completed before joining the Live Practice Session.  
On completion of the course, you should be able to: 

Become more comfortable having honest and timely Feedback2Feedforward conversations
Build skill and confidence in using a structured framework called COIN to give and receive constructive feedback
Prepare to deliver effective Feedback2Feedforward conversations with others",,
96133ef5-bc12-4e86-b319-c8e9351ce49a,Keep,Global Drug Development,Psychological Safety Workshops for Global Quality colleagues,Psychological Safety Workshops for Global Quality colleagues,,
1b124e5e-3954-410d-9958-c8fbc15433b5,Keep,Global Drug Development,Campus Hire Onboarding Program 2022,This will include all the trainings for Campus-hires 2022 batch.,,
789b586a-7fc8-4995-8c12-3e2d7b733f9d,Keep,NBS,TPRM Training Sessions for Business Owners-Americas,We would like to invite you to familiarize yourself in our new training sessions with the important Third Party Risk Management Program of Novartis. In these events we would like to familiarize you with the following elements: • What is the Third Party Risk Management Program and why is it so important for Novartis? • What is the scope of the program? • Who is the business owner and what are his / her responsibilities? • What is the process of the Third Party Risk Assessments? • What are your obligations to help protect yourself and Novartis? • What support and tools are available for you?,,
0c1b9f66-63da-43b6-93aa-0402bed5dc0e,Keep,SANDOZ,Global TH - In Conversation,"Q3 2021 results, growth strategy plan update, strategy review update and Q&A session.",no,missing relevance and context
9ea8c3d2-574b-4056-a10d-03fb0a9a44db,Keep,Global Drug Development,Individual Training Certificate,Individual Training Certificate for Div. Trainings in TRD PHAD and ARD,no,missing relevance and context
df5c276d-da49-48a9-b15b-04063378f3ae,Keep,NIBR,Introduction to the SmartBook Electronic Lab Notebook,"Participant profile: This training is intended for associates who will be working with the SmartBook electronic notebook (web version).
Course objective: SmartBook Web is the electronic lab notebook for NIBR biology labs. This training session covers SmartBook fundamentals, including business rules and best practices. It includes hands-on creation of experiments and integrating of different file types. Additionally it will provide an overview of the SmartBook’s signing functionality and the respective business rules. 
Course content:
SmartBook basics
Working with experiments 
Item and experiment versioning
Signing an experiment in SmartBook


If you want to re-do the training, please contact Rainer Russ",,
7405fb5a-b72c-42f0-9e1d-040db054e817,Keep,PHARMA,Make your Move – Global Virtual Talent Forum,"Learn more from other regions, countries and colleagues, plan international moves, discover exciting new roles and possibilities around the globe. Whether you are ready to move to another country - physically or virtually - or you are simply curious to learn more, our Make Your Move Event will inspire you to consider new career destinations.",,
5b8296b8-775d-4380-9671-04371021caac,Keep,Novartis Learning Institute,Moving forward together,"Over the month of October we talked about mental health and wellbeing, we listened to our colleagues who courageously shared their journeys and we learned that looking after our mental health and wellbeing is no longer a nice-to-have but a necessity. What's next? Join us for a panel with internal and external senior leaders who will discuss what else we can do at Novartis, how they are taking care of their mental wellbeing and how we can create a safe environment for meaningful conversations.",,
6475d5b2-78b5-4513-a64d-cbf99df06ca2,Keep,NBS,Maternity/Paternity briefing for expectant parents,"Dear expectant parents, 
At Novartis, we celebrate life and recognize moments that matter. One of the most life-changing moments is becoming a parent and welcoming new life into our lives. Together with you, we are looking forward to your upcoming life changing moment. Apart from a feeling of great anticipation, you may also have many questions, especially if it is your first child, such as: 

What is the parental leave regulation at Novartis? 

What are the rules on unpaid Parental Leave? 

What childcare options exist? 

How do I apply for child allowance? 

Is it possible to reduce work hours?

 We look forward to the session! Please note, that the parental briefing sessions are intended for Novartis associates who hold a permanent working contract in Switzerland.",,
51ef9c78-3258-4fff-9e21-cbf3173ef7d3,Keep,Novartis Learning Institute,Evolve Live,"Join members of the Evolve team for an opportunity to ask questions, share best practice, and learn from the experiences of others. This is an open session to support you and your team on the Evolve journey. We'll cover different topics based on your feedback and suggestions. Come join us!",,
4ddc9fd0-72ec-463e-bcff-cc0ef83e1bc1,Keep,ONCOLOGY,M2 Patient Journey (option 2),Xcelerate.,,
5588b295-6a15-4178-9e4b-cc26c3443596,Keep,Corporate Functions,U: Grow - Developmental Sprint 1,"The Developmental Sprint® is a 4-week experience consisting
of two virtual workshops, weekly virtual peer coaching sessions and weekly
experimentation on the job. It is targeted to leaders who have no experience with the
Immunity to Change (ITC) framework or leaders who have an existing ITC map and
who would like to either refine their One Big Thing (OBT), create a new OBT or
look at the entire ITC map with a new lens and go deeper in the journey of
self-discovery.  The Developmental Sprint® follows a set structure and
continuity of participation is key to your experience and the impact this
experience can make. Therefore, please ensure that you can attend both the
Developmental Sprint Webinar 1 and Developmental Sprint Webinar 2, and can
commit time to practice before registering.",,
48e9c7b4-6a19-41b6-9ca9-cc37784bc3cb,Keep,Novartis Learning Institute,U: Grow - Launch webinar,"ULE Personal Growth is a 14-week experience consisting of four webinars, virtual peer coaching (Pod) sessions and weekly experimentation on the job. There are two key phases within the ULE Personal Growth Journey - The Developmental Sprint® and the Pod Workout.  ULE Personal Growth follows a set structure and continuity of participation is key to your experience and the impact this experience can make. Therefore, please ensure that you can attend all four webinars according to the dates below.",,
d0975fb8-06c4-4a83-bc02-cc4cb5c7d4d1,Keep,NBS,Hello Curiosity,"Being curious is one of our core values. Curiosity fuels innovation, understanding and wisdom. With this in mind, we are happy to invite you to Hello Curiosity â€“ Inspiring Curiosity the Unbossed Way.

Â 

This virtual hour will


	Bring to the fore topics important for culture transformation
	Influence culture change by unbossing learning
	Storytelling by leaders and associates
	Promote community learning",,
8f4788db-2045-4246-aae0-512264fbbb48,Keep,Global Drug Development,Intro to Agile,"Intro to Agile is a 90 minute live webinar offered by the Global Development University presenting key agile concepts. The course is designed for all GCO associates interested in gaining foundational knowledge about agile philosophy, culture, mindset, values, and principles. This course is a building block for GCO’s agile ways of working transformation.

Learning Outcomes:
At the end of this webinar participants will be able to:
• Recognise agile culture, mindset, values and principles
• Discuss how Agile Ways of Working (Wow) could benefit their teams",,
c7e05436-f32e-4200-bb42-5163ddd748b7,Keep,Global Drug Development,CRA WelcoME! Onboarding Step 3 Practical Monitoring Workshop,You will take a Deep-Dive into a real-life Monitoring Case Study to consolidate everything that you have learnt in your Onboarding Journey.,,
f70d7343-0746-4f61-bc6b-51667d4f7cbc,Keep,NBS,Measuring Global Burden of Disease and Epidemiology: GBD - An annual study by IHME,"Do you need to know  • How many people suffer from a specific disease? • Where the hot spots of disease are? Where to find your patients? • From what disease people suffer most in a given country? • How the burden of disease differs by age group, sex or location? • Which data policy makers like WHO use to inform their decisions? Then this training is for you. 350 diseases and injuries in 195 countries are measured each year in the Global Burden of Disease (GBD) study. The Institute for Health Metrics and Evaluation (IHME) is the coordinating center for this collaborative study to measure epidemiology and disease burden globally from 1990 to the present, allowing comparisons over time, across age groups, and among populations.   The training provides background on the Global Burden of Disease study, the data, the approach/methods, as well as an introduction to the online tools that provide access to data and visualizations for all Novartis associates. IHME data and tools can be accessed Novartis wide",,
82459d65-f526-4f50-8a7a-517168fee02e,Keep,PHARMA,Reimagining Research Collaborations: SOP Launch,"""Reimagining Research Collaborations: Live Trainings To generate awareness on Research Collaborations SOP-8095300. This Standard Operating Procedure (SOP) describes the process for classification, review, approval and oversight of Research Collaborations (RC) to ensure compliance with Novartis regulatory requirements, quality processes and compliance standards. ""A link to a live recording of this Research Collaboration SOP training is available here",,
f352deea-b340-4dfe-a106-5172a473a2ec,Keep,Novartis Learning Institute,U: Grow – Pod workout,ULE Personal Growth – Pod workout,no,missing relevance and context
747bd81e-eaa9-4ce6-8c69-516abf21bc89,Keep,NBS,Open house for Aladdin & PRIUS,Open sessions for Q&A regarding Aladdin & PRIUS.,,
b3755de9-cc44-4f61-a968-41382fb51366,Keep,Corporate Functions,Q&A Session for P&O on Hybrid Working Principles,Join the Global Hybrid Working Team for a live Q&A session and discussion on the Hybrid Working principles,,
a58cc745-85a4-47a6-abd3-413cd79a893d,Keep,NBS,SharePoint Site Owner Overview,"Novartis users who are Site Owners or would like to become a Site Owner and want to see an overview of what's expected of them as a Site Owner at Novartis. This topic covers the steps to the Site Owner exam, responsibilities of a Site owner, the SharePoint Support model and additional resources available.   

For a complete course outline: click here  

Prerequisites:   

SharePoint Overview (or equivalent experience)  

SharePoint Lists and Libraries (or equivalent experience)  

SharePoint Views (or equivalent experience)  

To view the recommended training path: click here  

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here  

To register for a LIVE Instructor Led Session,  scroll down to locate the desired session, click the View Details button, and then click the corresponding Request button.   

To launch the RECORDED Instructor Led Session: click here",,
5e3f22b9-8f93-45c4-ba74-415f0ff6557c,Keep,Global Drug Development,Feedback sessions for managers: drive accountability and make feedback safe,"In this session, managers will learn how to leverage the Evolve process to drive accountability in their team and provide difficult feedback in a way that addresses issues, and is safe and supportive at the same time. At the end of this workshop you should be able to: 

• Identify practices and actions you can take to hold your associates accountable, through the yearly performance management process. 
• Share feedback in a way that is impactful and safe for your team members.  

This workshop is for GDD managers. There is no pre-requirement. However, attending a Feedback2feedforward workshop as a complement is recommended.",,
f3cf8602-1fd8-44d3-8d85-4161c421ff00,Keep,Global Drug Development,CRA WelcoME! Onboarding Step 3 Practical Monitoring Workshop,You will take a Deep-Dive into a real-life Monitoring Case Study to consolidate everything that you have learnt in your Onboarding Journey.,,
2c2dfe4c-88ec-4d5e-ab6c-417312e52c0b,Keep,Global Drug Development,Handhabung EziDock und Lugaia,Einsatz und Verwendung von BAG PE 1830X250X240MM 150/100MCM TRANSF und BAD EZI FLOW CSV 40L DBL HEADED CHARBAG im LSC-CH inkl. praktischer Übungen (Ankuppeln und Entladen der Bags),,
77817045-c3d3-4584-942f-417bf3189240,Keep,PHARMA,Horus - An eye on Exclusivity and IP,"Horus is a tool for exclusivity and intellectual property information of Novartis brands â€“ access to the tool will only be granted to people who completed a training session. After a very short recap on some patent and regulatory data protection basics, the Horus training will cover the four most important dates when talking about exclusivity and Intellectual property within Novartis.Â  What these dates mean and the various roles they play in decision making and other uses of IP information. With aligned terminology we will discuss the importance of understanding the ultimate intended use of the information and the importance of involving the IP product attorney. Following the above we will provide a live demo and training on the new tool, Horus, including tips and tricks to ensure a user friendly experience as possible.Â  Â",,
c6d6f5a6-4535-4a7a-a58b-0731a4a0a1d1,Keep,NBS,SharePoint Site Owner Overview,"Novartis users who are Site Owners or would like to become a Site Owner and want to see an overview of what's expected of them as a Site Owner at Novartis. This topic covers the steps to the Site Owner exam, responsibilities of a Site owner, the SharePoint Support model and additional resources available.   

For a complete course outline: click here  

Prerequisites:   

SharePoint Overview (or equivalent experience)  

SharePoint Lists and Libraries (or equivalent experience)  

SharePoint Views (or equivalent experience)  

To view the recommended training path: click here  

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here  

To register for a LIVE Instructor Led Session,  scroll down to locate the desired session, click the View Details button, and then click the corresponding Request button.   

To launch the RECORDED Instructor Led Session: click here",,
8da5f3fb-572f-476b-8bec-075930dac47b,Keep,Global Drug Development,M1 Lead the Way Workshop,"PLEASE
READ You
will not be able to sign up for a F2F event in this section as the workshop
date is pre-defined – see the description of the program. The
F2F workshop is a mandatory part of your M1 Lead the Way journey. Please make
sure to block your calendar for this 3-day-long Event.Training Contact: Services, Learning (Gen) learning.services@novartis.com",,
4eed6d0f-45b8-4f1a-b072-0758e2c37d6a,Keep,Corporate Functions,Organization Design,ODyssey Program Expert Track,,
39d153db-5593-4955-b571-078c4a665382,Keep,NBS,NGSC KL CTS New Employee Orientation Program,"Mandatory trainings for all new joiners in NGSC Kuala Lumpur - Novartis, NGSC & CTS overview - Quality & Data Integrity - Ethics, Risks & Compliance Training - BCM & NEM @ Novartis – HSE - P&O Talent Acquisition & Staffing (TAS) - Overview on P&O - Legal Training - Data Privacy - IT Orientation - ISRM Overview - Energized For Life (EFL) - P&O Services - Overview on Expenses claims & Travel Policy - Overview on Procurement",,
7adad02b-fc3b-44e9-88fd-cf41aed2119d,Keep,SANDOZ,SDZ BP_influencing in a matrix organization,"Understand the principles, challenges, and success factors of influencing and collaborating, including the connection with networking. 
• Identify and recognize key factors for successfully advocating your own perspective. 
• Plan and frame an influencing discussion in an inclusive way that allows for other perspectives. 
• Recognize communication and work style differences and the need to adapt one’s style to communicate effectively. (Tool: DISC personality report) 
• Plan for and engage in discussions to influence those over whom you have no direct authority (e.g., your manager, peers from your own and other functions, senior executives).",,
db1b04e1-1082-4a41-9644-cf44d8bd50b6,Keep,Global Drug Development,GDU TRD Welcome Days 2023,GDU TRD Welcome Days 2022,,
f02e33f1-a5b9-4f14-bfc7-cf6382252588,Keep,CTS,Glint Clinic –  Virtual Session (Introductory Level),"This curriculum is set up to equip P&O Business Partners and P&O People Partners with knowledge on the Glint platform. As an external vendor, Glint is where associates share their feedback and P&O teams can view the results via quarterly surveys such as Our Voice. Explore the pre-work (navigation video and feedback form) and then join us for a 45-min. virtual session on MS Teams",,
754494be-f63b-4c70-9a8d-cf7246857607,Keep,PHARMA,Time for Quality with Fred,Time for Quality with Fred,,
